country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Canada,2004,male,75+ years,154,744741,20.68,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Silent
Canada,2004,male,55-74 years,497,2721795,18.26,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Silent
Canada,2004,male,15-24 years,379,2230355,16.99,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Millenials
Canada,2004,female,35-54 years,428,4986017,8.58,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Boomers
Canada,2004,female,55-74 years,181,2879432,6.29,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Silent
Canada,2004,female,25-34 years,114,2169563,5.25,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Generation X
Canada,2004,female,15-24 years,101,2124167,4.75,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Millenials
Canada,2004,female,75+ years,44,1183549,3.72,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Silent
Canada,2004,male,5-14 years,17,2069874,0.82,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Millenials
Canada,2004,female,5-14 years,11,1971134,0.56,Canada2004,0.8811111111111111,"1,023,196,003,075",33787,Millenials
Canada,2005,male,35-54 years,1341,5018957,26.72,Canada2005,0.892,"1,169,357,979,865",38218,Boomers
Canada,2005,male,75+ years,165,772032,21.37,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,male,55-74 years,539,2802901,19.23,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,male,25-34 years,415,2236320,18.56,Canada2005,0.892,"1,169,357,979,865",38218,Generation X
Canada,2005,male,15-24 years,378,2249377,16.8,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2005,female,35-54 years,418,5018764,8.33,Canada2005,0.892,"1,169,357,979,865",38218,Boomers
Canada,2005,female,15-24 years,131,2144094,6.11,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2005,female,55-74 years,158,2961910,5.33,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,female,75+ years,58,1211769,4.79,Canada2005,0.892,"1,169,357,979,865",38218,Silent
Canada,2005,female,25-34 years,96,2188897,4.39,Canada2005,0.892,"1,169,357,979,865",38218,Generation X
Canada,2005,female,5-14 years,25,1947297,1.28,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2005,male,5-14 years,19,2044772,0.93,Canada2005,0.892,"1,169,357,979,865",38218,Millenials
Canada,2006,male,35-54 years,1202,5050497,23.8,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Boomers
Canada,2006,male,75+ years,188,806380,23.31,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Silent
Canada,2006,male,55-74 years,599,2910932,20.58,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Silent
Canada,2006,male,25-34 years,362,2220384,16.3,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Generation X
Canada,2006,male,15-24 years,331,2288073,14.47,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Millenials
Canada,2006,female,35-54 years,362,5021174,7.21,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Boomers
Canada,2006,female,55-74 years,187,3071300,6.09,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Silent
Canada,2006,female,25-34 years,118,2177957,5.42,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Generation X
Canada,2006,female,15-24 years,86,2179623,3.95,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Millenials
Canada,2006,female,75+ years,46,1241475,3.71,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Silent
Canada,2006,female,5-14 years,18,1920311,0.94,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Millenials
Canada,2006,male,5-14 years,13,2014856,0.65,Canada2006,0.8811111111111111,"1,315,415,197,461",42566,Millenials
Canada,2007,male,35-54 years,1224,5064536,24.17,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Boomers
Canada,2007,male,75+ years,183,837259,21.86,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Silent
Canada,2007,male,25-34 years,404,2250433,17.95,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Generation X
Canada,2007,male,55-74 years,539,3006062,17.93,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Silent
Canada,2007,male,15-24 years,359,2318148,15.49,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Millenials
Canada,2007,female,35-54 years,400,5030803,7.95,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Boomers
Canada,2007,female,55-74 years,188,3170541,5.93,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Silent
Canada,2007,female,15-24 years,116,2206555,5.26,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Millenials
Canada,2007,female,25-34 years,113,2212210,5.11,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Generation X
Canada,2007,female,75+ years,52,1269438,4.1,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Silent
Canada,2007,male,5-14 years,18,1986129,0.91,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Generation Z
Canada,2007,female,5-14 years,15,1890517,0.79,Canada2007,0.8811111111111111,"1,464,977,190,206",46890,Generation Z
Canada,2008,male,35-54 years,1241,5076969,24.44,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Boomers
Canada,2008,male,75+ years,192,866435,22.16,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Silent
Canada,2008,male,55-74 years,589,3107189,18.96,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Silent
Canada,2008,male,25-34 years,395,2286010,17.28,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Generation X
Canada,2008,male,15-24 years,344,2341539,14.69,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Millenials
Canada,2008,female,35-54 years,413,5038500,8.2,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Boomers
Canada,2008,female,55-74 years,231,3276332,7.05,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Silent
Canada,2008,female,15-24 years,119,2227003,5.34,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Millenials
Canada,2008,female,25-34 years,118,2251723,5.24,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Generation X
Canada,2008,female,75+ years,38,1296269,2.93,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Silent
Canada,2008,male,5-14 years,16,1959155,0.82,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Generation Z
Canada,2008,female,5-14 years,9,1861517,0.48,Canada2008,0.8811111111111111,"1,549,131,208,997",49041,Generation Z
Canada,2009,male,35-54 years,1328,5085328,26.11,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Boomers
Canada,2009,male,55-74 years,680,3216246,21.14,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Silent
Canada,2009,male,75+ years,182,893202,20.38,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Silent
Canada,2009,male,25-34 years,437,2325144,18.79,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Generation X
Canada,2009,male,15-24 years,349,2355316,14.82,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Millenials
Canada,2009,female,35-54 years,402,5043261,7.97,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Boomers
Canada,2009,female,15-24 years,130,2238546,5.81,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Millenials
Canada,2009,female,55-74 years,192,3389717,5.66,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Silent
Canada,2009,female,25-34 years,119,2293665,5.19,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Generation X
Canada,2009,female,75+ years,46,1322098,3.48,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Silent
Canada,2009,male,5-14 years,13,1937420,0.67,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Generation Z
Canada,2009,female,5-14 years,12,1837414,0.65,Canada2009,0.8811111111111111,"1,371,153,004,986",42933,Generation Z
Canada,2010,male,35-54 years,1292,5088099,25.39,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2010,male,75+ years,200,917671,21.79,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,male,55-74 years,690,3333897,20.7,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,male,25-34 years,409,2366854,17.28,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2010,male,15-24 years,371,2357806,15.73,Canada2010,0.903,"1,613,464,422,811",49974,Millenials
Canada,2010,female,35-54 years,402,5044926,7.97,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2010,female,55-74 years,237,3510692,6.75,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,female,25-34 years,154,2335884,6.59,Canada2010,0.903,"1,613,464,422,811",49974,Generation X
Canada,2010,female,15-24 years,115,2239759,5.13,Canada2010,0.903,"1,613,464,422,811",49974,Millenials
Canada,2010,female,75+ years,49,1347679,3.64,Canada2010,0.903,"1,613,464,422,811",49974,Silent
Canada,2010,male,5-14 years,19,1922599,0.99,Canada2010,0.903,"1,613,464,422,811",49974,Generation Z
Canada,2010,female,5-14 years,13,1820274,0.71,Canada2010,0.903,"1,613,464,422,811",49974,Generation Z
Canada,2011,male,35-54 years,1127,5074280,22.21,Canada2011,0.909,"1,788,647,906,048",54841,Generation X
Canada,2011,male,55-74 years,683,3455517,19.77,Canada2011,0.909,"1,788,647,906,048",54841,Boomers
Canada,2011,male,75+ years,184,943428,19.5,Canada2011,0.909,"1,788,647,906,048",54841,Silent
Canada,2011,male,25-34 years,410,2400784,17.08,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2011,male,15-24 years,364,2356694,15.45,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2011,female,35-54 years,390,5032043,7.75,Canada2011,0.909,"1,788,647,906,048",54841,Generation X
Canada,2011,female,15-24 years,135,2248192,6.0,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2011,female,55-74 years,215,3629587,5.92,Canada2011,0.909,"1,788,647,906,048",54841,Boomers
Canada,2011,female,25-34 years,134,2370185,5.65,Canada2011,0.909,"1,788,647,906,048",54841,Millenials
Canada,2011,female,75+ years,55,1368680,4.02,Canada2011,0.909,"1,788,647,906,048",54841,Silent
Canada,2011,female,5-14 years,18,1815461,0.99,Canada2011,0.909,"1,788,647,906,048",54841,Generation Z
Canada,2011,male,5-14 years,13,1920567,0.68,Canada2011,0.909,"1,788,647,906,048",54841,Generation Z
Canada,2012,male,35-54 years,1205,5056024,23.83,Canada2012,0.91,"1,824,288,757,448",55347,Generation X
Canada,2012,male,55-74 years,770,3586361,21.47,Canada2012,0.91,"1,824,288,757,448",55347,Boomers
Canada,2012,male,75+ years,180,967342,18.61,Canada2012,0.91,"1,824,288,757,448",55347,Silent
Canada,2012,male,25-34 years,419,2431632,17.23,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2012,male,15-24 years,381,2358461,16.15,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2012,female,35-54 years,385,5018897,7.67,Canada2012,0.91,"1,824,288,757,448",55347,Generation X
Canada,2012,female,55-74 years,241,3756013,6.42,Canada2012,0.91,"1,824,288,757,448",55347,Boomers
Canada,2012,female,15-24 years,137,2255895,6.07,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2012,female,25-34 years,129,2403433,5.37,Canada2012,0.91,"1,824,288,757,448",55347,Millenials
Canada,2012,female,75+ years,45,1389078,3.24,Canada2012,0.91,"1,824,288,757,448",55347,Silent
Canada,2012,female,5-14 years,17,1816079,0.94,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
Canada,2012,male,5-14 years,17,1921981,0.88,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
Canada,2013,male,35-54 years,1244,5032714,24.72,Canada2013,0.912,"1,842,628,005,830",55310,Generation X
Canada,2013,male,75+ years,231,991048,23.31,Canada2013,0.912,"1,842,628,005,830",55310,Silent
Canada,2013,male,55-74 years,812,3724622,21.8,Canada2013,0.912,"1,842,628,005,830",55310,Boomers
Canada,2013,male,25-34 years,439,2456335,17.87,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Canada,2013,male,15-24 years,300,2362807,12.7,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Canada,2013,female,35-54 years,400,5003771,7.99,Canada2013,0.912,"1,842,628,005,830",55310,Generation X
Canada,2013,female,55-74 years,255,3887315,6.56,Canada2013,0.912,"1,842,628,005,830",55310,Boomers
Canada,2013,female,15-24 years,138,2261173,6.1,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Canada,2013,female,25-34 years,135,2433660,5.55,Canada2013,0.912,"1,842,628,005,830",55310,Millenials
Canada,2013,female,75+ years,65,1410630,4.61,Canada2013,0.912,"1,842,628,005,830",55310,Silent
Canada,2013,female,5-14 years,20,1823010,1.1,Canada2013,0.912,"1,842,628,005,830",55310,Generation Z
Canada,2013,male,5-14 years,15,1927751,0.78,Canada2013,0.912,"1,842,628,005,830",55310,Generation Z
Australia,1985,male,75+ years,67,219000,30.59,Australia1985,0.91275,"180,190,994,861",12374,G.I. Generation
Australia,1985,male,25-34 years,357,1299100,27.48,Australia1985,0.91275,"180,190,994,861",12374,Boomers
Australia,1985,male,55-74 years,282,1177400,23.95,Australia1985,0.91275,"180,190,994,861",12374,G.I. Generation
Australia,1985,male,15-24 years,315,1355800,23.23,Australia1985,0.91275,"180,190,994,861",12374,Generation X
Australia,1985,male,35-54 years,411,1906800,21.55,Australia1985,0.91275,"180,190,994,861",12374,Silent
Australia,1985,female,75+ years,36,382900,9.4,Australia1985,0.91275,"180,190,994,861",12374,G.I. Generation
Australia,1985,female,55-74 years,109,1286900,8.47,Australia1985,0.91275,"180,190,994,861",12374,G.I. Generation
Australia,1985,female,35-54 years,143,1832700,7.8,Australia1985,0.91275,"180,190,994,861",12374,Silent
Australia,1985,female,15-24 years,69,1304000,5.29,Australia1985,0.91275,"180,190,994,861",12374,Generation X
Australia,1985,female,25-34 years,64,1275900,5.02,Australia1985,0.91275,"180,190,994,861",12374,Boomers
Australia,1985,female,5-14 years,4,1231400,0.32,Australia1985,0.91275,"180,190,994,861",12374,Generation X
Australia,1985,male,5-14 years,4,1290600,0.31,Australia1985,0.91275,"180,190,994,861",12374,Generation X
Australia,1986,male,75+ years,89,233700,38.08,Australia1986,0.91275,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,25-34 years,367,1317500,27.86,Australia1986,0.91275,"181,977,476,217",12288,Boomers
Australia,1986,male,55-74 years,324,1211800,26.74,Australia1986,0.91275,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,35-54 years,487,1972000,24.7,Australia1986,0.91275,"181,977,476,217",12288,Silent
Australia,1986,male,15-24 years,296,1369000,21.62,Australia1986,0.91275,"181,977,476,217",12288,Generation X
Australia,1986,female,35-54 years,169,1888100,8.95,Australia1986,0.91275,"181,977,476,217",12288,Silent
Australia,1986,female,55-74 years,105,1306500,8.04,Australia1986,0.91275,"181,977,476,217",12288,G.I. Generation
Australia,1986,female,25-34 years,88,1300200,6.77,Australia1986,0.91275,"181,977,476,217",12288,Boomers
Australia,1986,female,15-24 years,77,1315000,5.86,Australia1986,0.91275,"181,977,476,217",12288,Generation X
Australia,1986,female,75+ years,23,405000,5.68,Australia1986,0.91275,"181,977,476,217",12288,G.I. Generation
Australia,1986,male,5-14 years,18,1277100,1.41,Australia1986,0.91275,"181,977,476,217",12288,Generation X
Australia,1986,female,5-14 years,1,1213900,0.08,Australia1986,0.91275,"181,977,476,217",12288,Generation X
Australia,1987,male,75+ years,111,244800,45.34,Australia1987,0.91275,"189,041,159,344",12564,G.I. Generation
Australia,1987,male,25-34 years,374,1345900,27.79,Australia1987,0.91275,"189,041,159,344",12564,Boomers
Australia,1987,male,35-54 years,554,2031000,27.28,Australia1987,0.91275,"189,041,159,344",12564,Silent
Australia,1987,male,55-74 years,328,1227000,26.73,Australia1987,0.91275,"189,041,159,344",12564,G.I. Generation
Australia,1987,male,15-24 years,354,1383900,25.58,Australia1987,0.91275,"189,041,159,344",12564,Generation X
Australia,1987,female,75+ years,38,421200,9.02,Australia1987,0.91275,"189,041,159,344",12564,G.I. Generation
Australia,1987,female,55-74 years,110,1318600,8.34,Australia1987,0.91275,"189,041,159,344",12564,G.I. Generation
Australia,1987,female,35-54 years,145,1950500,7.43,Australia1987,0.91275,"189,041,159,344",12564,Silent
Australia,1987,female,15-24 years,73,1329700,5.49,Australia1987,0.91275,"189,041,159,344",12564,Generation X
Australia,1987,female,25-34 years,70,1327700,5.27,Australia1987,0.91275,"189,041,159,344",12564,Boomers
Australia,1987,male,5-14 years,6,1264900,0.47,Australia1987,0.91275,"189,041,159,344",12564,Generation X
Australia,1987,female,5-14 years,1,1201300,0.08,Australia1987,0.91275,"189,041,159,344",12564,Generation X
Australia,1988,male,75+ years,93,256400,36.27,Australia1988,0.91275,"235,699,941,793",15393,G.I. Generation
Australia,1988,male,25-34 years,398,1375100,28.94,Australia1988,0.91275,"235,699,941,793",15393,Boomers
Australia,1988,male,15-24 years,366,1395800,26.22,Australia1988,0.91275,"235,699,941,793",15393,Generation X
Australia,1988,male,55-74 years,317,1240700,25.55,Australia1988,0.91275,"235,699,941,793",15393,G.I. Generation
Australia,1988,male,35-54 years,532,2097100,25.37,Australia1988,0.91275,"235,699,941,793",15393,Silent
Australia,1988,female,75+ years,40,438100,9.13,Australia1988,0.91275,"235,699,941,793",15393,G.I. Generation
Australia,1988,female,25-34 years,106,1354700,7.82,Australia1988,0.91275,"235,699,941,793",15393,Boomers
Australia,1988,female,35-54 years,157,2019000,7.78,Australia1988,0.91275,"235,699,941,793",15393,Silent
Australia,1988,female,55-74 years,103,1330200,7.74,Australia1988,0.91275,"235,699,941,793",15393,G.I. Generation
Australia,1988,female,15-24 years,53,1340300,3.95,Australia1988,0.91275,"235,699,941,793",15393,Generation X
Australia,1988,male,5-14 years,6,1264700,0.47,Australia1988,0.91275,"235,699,941,793",15393,Generation X
Australia,1988,female,5-14 years,1,1200000,0.08,Australia1988,0.91275,"235,699,941,793",15393,Generation X
Australia,1989,male,75+ years,91,266900,34.1,Australia1989,0.91275,"299,317,645,143",19223,G.I. Generation
Australia,1989,male,25-34 years,406,1399000,29.02,Australia1989,0.91275,"299,317,645,143",19223,Boomers
Australia,1989,male,15-24 years,353,1399300,25.23,Australia1989,0.91275,"299,317,645,143",19223,Generation X
Australia,1989,male,55-74 years,309,1255100,24.62,Australia1989,0.91275,"299,317,645,143",19223,G.I. Generation
Australia,1989,male,35-54 years,475,2156900,22.02,Australia1989,0.91275,"299,317,645,143",19223,Silent
Australia,1989,female,55-74 years,124,1340300,9.25,Australia1989,0.91275,"299,317,645,143",19223,G.I. Generation
Australia,1989,female,75+ years,31,451800,6.86,Australia1989,0.91275,"299,317,645,143",19223,G.I. Generation
Australia,1989,female,25-34 years,87,1383800,6.29,Australia1989,0.91275,"299,317,645,143",19223,Boomers
Australia,1989,female,35-54 years,130,2086700,6.23,Australia1989,0.91275,"299,317,645,143",19223,Silent
Australia,1989,female,15-24 years,51,1349700,3.78,Australia1989,0.91275,"299,317,645,143",19223,Generation X
Australia,1989,male,5-14 years,8,1273300,0.63,Australia1989,0.91275,"299,317,645,143",19223,Generation X
Australia,1989,female,5-14 years,1,1207800,0.08,Australia1989,0.91275,"299,317,645,143",19223,Generation X
Australia,1990,male,75+ years,87,276900,31.42,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,male,25-34 years,418,1415000,29.54,Australia1990,0.865,"310,838,014,621",19665,Boomers
Australia,1990,male,15-24 years,374,1405900,26.6,Australia1990,0.865,"310,838,014,621",19665,Generation X
Australia,1990,male,55-74 years,325,1266400,25.66,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,male,35-54 years,549,2220600,24.72,Australia1990,0.865,"310,838,014,621",19665,Silent
Australia,1990,female,75+ years,37,465600,7.95,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,female,25-34 years,109,1401200,7.78,Australia1990,0.865,"310,838,014,621",19665,Boomers
Australia,1990,female,55-74 years,98,1349000,7.26,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
Australia,1990,female,35-54 years,136,2154800,6.31,Australia1990,0.865,"310,838,014,621",19665,Silent
Australia,1990,female,15-24 years,64,1354800,4.72,Australia1990,0.865,"310,838,014,621",19665,Generation X
Australia,1990,male,5-14 years,5,1281300,0.39,Australia1990,0.865,"310,838,014,621",19665,Generation X
Australia,1990,female,5-14 years,0,1215500,0.0,Australia1990,0.865,"310,838,014,621",19665,Generation X
Australia,1991,male,75+ years,114,287600,39.64,Australia1991,0.91275,"325,358,292,128",20320,G.I. Generation
Australia,1991,male,25-34 years,427,1416500,30.14,Australia1991,0.91275,"325,358,292,128",20320,Boomers
Australia,1991,male,35-54 years,631,2279600,27.68,Australia1991,0.91275,"325,358,292,128",20320,Boomers
Australia,1991,male,15-24 years,354,1405900,25.18,Australia1991,0.91275,"325,358,292,128",20320,Generation X
Australia,1991,male,55-74 years,273,1282700,21.28,Australia1991,0.91275,"325,358,292,128",20320,Silent
Australia,1991,female,75+ years,39,480900,8.11,Australia1991,0.91275,"325,358,292,128",20320,G.I. Generation
Australia,1991,female,35-54 years,169,2219100,7.62,Australia1991,0.91275,"325,358,292,128",20320,Boomers
Australia,1991,female,55-74 years,96,1362200,7.05,Australia1991,0.91275,"325,358,292,128",20320,Silent
Australia,1991,female,25-34 years,91,1408900,6.46,Australia1991,0.91275,"325,358,292,128",20320,Boomers
Australia,1991,female,15-24 years,84,1354900,6.2,Australia1991,0.91275,"325,358,292,128",20320,Generation X
Australia,1991,male,5-14 years,7,1290700,0.54,Australia1991,0.91275,"325,358,292,128",20320,Millenials
Australia,1991,female,5-14 years,3,1223100,0.25,Australia1991,0.91275,"325,358,292,128",20320,Millenials
Australia,1992,male,75+ years,87,298600,29.14,Australia1992,0.91275,"324,878,105,053",20050,G.I. Generation
Australia,1992,male,25-34 years,407,1417200,28.72,Australia1992,0.91275,"324,878,105,053",20050,Boomers
Australia,1992,male,15-24 years,384,1405300,27.33,Australia1992,0.91275,"324,878,105,053",20050,Generation X
Australia,1992,male,55-74 years,325,1299600,25.01,Australia1992,0.91275,"324,878,105,053",20050,Silent
Australia,1992,male,35-54 years,579,2336200,24.78,Australia1992,0.91275,"324,878,105,053",20050,Boomers
Australia,1992,female,75+ years,45,497100,9.05,Australia1992,0.91275,"324,878,105,053",20050,G.I. Generation
Australia,1992,female,55-74 years,102,1376100,7.41,Australia1992,0.91275,"324,878,105,053",20050,Silent
Australia,1992,female,25-34 years,96,1412600,6.8,Australia1992,0.91275,"324,878,105,053",20050,Boomers
Australia,1992,female,35-54 years,144,2280900,6.31,Australia1992,0.91275,"324,878,105,053",20050,Boomers
Australia,1992,female,15-24 years,76,1351300,5.62,Australia1992,0.91275,"324,878,105,053",20050,Generation X
Australia,1992,male,5-14 years,4,1298000,0.31,Australia1992,0.91275,"324,878,105,053",20050,Millenials
Australia,1992,female,5-14 years,2,1230600,0.16,Australia1992,0.91275,"324,878,105,053",20050,Millenials
Australia,1993,male,75+ years,95,307700,30.87,Australia1993,0.91275,"311,528,948,848",19030,G.I. Generation
Australia,1993,male,25-34 years,392,1413500,27.73,Australia1993,0.91275,"311,528,948,848",19030,Boomers
Australia,1993,male,15-24 years,332,1401500,23.69,Australia1993,0.91275,"311,528,948,848",19030,Generation X
Australia,1993,male,55-74 years,293,1320700,22.19,Australia1993,0.91275,"311,528,948,848",19030,Silent
Australia,1993,male,35-54 years,523,2389000,21.89,Australia1993,0.91275,"311,528,948,848",19030,Boomers
Australia,1993,female,35-54 years,161,2340600,6.88,Australia1993,0.91275,"311,528,948,848",19030,Boomers
Australia,1993,female,75+ years,34,510500,6.66,Australia1993,0.91275,"311,528,948,848",19030,G.I. Generation
Australia,1993,female,25-34 years,76,1409500,5.39,Australia1993,0.91275,"311,528,948,848",19030,Boomers
Australia,1993,female,55-74 years,75,1392400,5.39,Australia1993,0.91275,"311,528,948,848",19030,Silent
Australia,1993,female,15-24 years,50,1344900,3.72,Australia1993,0.91275,"311,528,948,848",19030,Generation X
Australia,1993,male,5-14 years,5,1303300,0.38,Australia1993,0.91275,"311,528,948,848",19030,Millenials
Australia,1993,female,5-14 years,2,1236400,0.16,Australia1993,0.91275,"311,528,948,848",19030,Millenials
Australia,1994,male,75+ years,100,315900,31.66,Australia1994,0.91275,"322,201,314,424",19469,G.I. Generation
Australia,1994,male,25-34 years,426,1414900,30.11,Australia1994,0.91275,"322,201,314,424",19469,Boomers
Australia,1994,male,15-24 years,377,1396400,27.0,Australia1994,0.91275,"322,201,314,424",19469,Generation X
Australia,1994,male,35-54 years,648,2441200,26.54,Australia1994,0.91275,"322,201,314,424",19469,Boomers
Australia,1994,male,55-74 years,311,1345000,23.12,Australia1994,0.91275,"322,201,314,424",19469,Silent
Australia,1994,female,35-54 years,162,2400300,6.75,Australia1994,0.91275,"322,201,314,424",19469,Boomers
Australia,1994,female,75+ years,33,522900,6.31,Australia1994,0.91275,"322,201,314,424",19469,G.I. Generation
Australia,1994,female,25-34 years,88,1411500,6.23,Australia1994,0.91275,"322,201,314,424",19469,Boomers
Australia,1994,female,55-74 years,79,1411700,5.6,Australia1994,0.91275,"322,201,314,424",19469,Silent
Australia,1994,female,15-24 years,55,1336300,4.12,Australia1994,0.91275,"322,201,314,424",19469,Generation X
Australia,1994,male,5-14 years,3,1310100,0.23,Australia1994,0.91275,"322,201,314,424",19469,Millenials
Australia,1994,female,5-14 years,1,1243200,0.08,Australia1994,0.91275,"322,201,314,424",19469,Millenials
